symbol,h,r2,lo,hi,beta,t,p,pred_move,half_spread,n_test,significant,tradeable
GOOGL,20,0.0030644837169969685,-0.0008516693453991086,0.0074429798516411705,9.051839379163353e-05,7.057192073351904,1.699007097478702e-12,0.07241471503330682,0.26725,15283,True,False
INTC,1,0.0035360429227542234,0.002407374634653528,0.0044320810066884875,7.387502159803242e-08,9.319471166987114,1.1692159952435251e-20,0.0004847309542154897,0.00535,16276,True,False
INTC,2,0.001274264828362126,0.0007103928496683065,0.0018542314764432076,5.796258672521772e-08,5.845003699327916,5.065570091126838e-09,0.00037980564577566177,0.00535,16273,True,False
INTC,3,0.00047080085061079746,0.00012884769939906505,0.0007997412273052863,4.639474126794513e-08,3.387867376782885,0.0007043831479032887,0.00030394122899456215,0.00535,16270,True,False
INTC,5,5.432364342861096e-05,2.322313496340156e-05,8.801997585431707e-05,6.08548197851326e-09,3.0615067580350743,0.002202260205487927,3.986051550745972e-05,0.00535,16264,True,False
INTC,10,2.6401354776384167e-05,1.1863682250470853e-05,3.957205646872018e-05,4.8772329260297206e-09,2.5637826418766823,0.01035383617532915,3.190490690891603e-05,0.00535,16249,True,False
INTC,20,5.365639297671976e-05,1.0320131170007964e-05,9.512900314057325e-05,1.6661740498246148e-08,2.2097022433899056,0.027125833961102734,0.00010887114476364,0.00535,16219,True,False
MSFT,1,0.0034941471632734533,0.002637031984637306,0.0044792381531559835,2.904890948130334e-07,10.806678768204637,3.2004839002155744e-27,0.0008976113029722732,0.00709999999999995,20997,True,False
MSFT,2,0.002284511316261617,0.0015670623686985324,0.003082945446644658,3.6160066254121544e-07,8.432677593047,3.378445319236665e-17,0.0011173460472523556,0.00709999999999995,20994,True,False
MSFT,3,0.002080304693535817,0.001404425634281678,0.002794228465048217,3.958757514064842e-07,8.434348165814065,3.3305383887412234e-17,0.001223256071846036,0.00709999999999995,20991,True,False
MSFT,5,0.0013135539186791556,0.0008153923669365099,0.0018719236116093384,3.7064157586386406e-07,7.2367260918689675,4.596451257027835e-13,0.0011446153145827866,0.00709999999999995,20985,True,False
MSFT,10,0.0006491222863479473,0.0003155253304468586,0.0009746703518462684,3.6510284578340595e-07,5.224570618105424,1.7455970006127078e-07,0.0011267073820875907,0.00709999999999995,20970,True,False
MSFT,20,0.00041833365580146165,0.00018332897274340177,0.0006415016464859063,3.6662491098119186e-07,4.6655766445502005,3.077527535315567e-06,0.0011299746381351321,0.00709999999999995,20940,True,False
QQQ,1,0.0014554801887579627,0.0003825485532192974,0.0024478216856550906,9.38924897841129e-08,7.954108578771823,1.8042584327178326e-15,0.0009744162589795237,0.006125,41421,True,False
QQQ,2,0.0009072644505880856,0.00015200500363836972,0.0017636173399732387,1.0897875566589523e-07,6.332247401961847,2.4161564685838504e-10,0.001131112300807461,0.006125,41418,True,False
QQQ,3,0.0007072975853987806,1.4483299780296324e-05,0.001406091073282134,1.1224044813676075e-07,5.526093661344735,3.274393732266555e-08,0.0011651007478388307,0.006125,41415,True,False
QQQ,5,0.0006537370020848199,0.000150401037573944,0.0011591547151837938,1.192572163769985e-07,5.208596970758167,1.9027390301175437e-07,0.001237746797333594,0.006125,41409,True,False
QQQ,10,0.00015653914885527254,-0.0001323354257236453,0.0004758458247381803,1.0623148655068273e-07,2.6506992749084968,0.008032532647244692,0.0011021198035173687,0.006125,41394,True,False
QQQ,20,4.2015798293659756e-05,-0.00017661645510601564,0.00023791427999096947,9.896437857574098e-08,1.5071367469923531,0.1317756093775972,0.001026003298446138,0.006125,41364,False,False
SPY,1,0.0051855303429102495,0.0038823266308066345,0.006458527117013518,1.646057405374658e-07,14.979704140612416,9.965968996995764e-51,0.001290657150980216,0.006775,40312,True,False
SPY,2,0.003979827033473882,0.003059291846594872,0.00498281908786252,1.8044405387375591e-07,13.697383233485285,1.0524947227135102e-42,0.0014148979152348957,0.006775,40309,True,False
SPY,3,0.0033180848396781037,0.0023917019705546523,0.0041332072084835575,2.059054968457555e-07,12.447686443507191,1.4395783821292655e-35,0.0016146079535159917,0.006775,40306,True,False
SPY,5,0.002479227986872168,0.0018166035688998994,0.003190025119837914,2.247510578120999e-07,10.890527480567373,1.2789733422872526e-27,0.001761846017294832,0.006775,40300,True,False
SPY,10,0.0013033266104334196,0.0007889313649502045,0.0018110264258131583,2.281009052009626e-07,7.923923118825191,2.3013194298759104e-15,0.0017867600106201795,0.006775,40285,True,False
SPY,20,0.0008286893561667563,0.0003510188341100284,0.001311114049338477,2.600814532217347e-07,6.234594218566915,4.529506486577355e-10,0.0020338369641939654,0.006775,40255,True,False
